"CLOSEDDATE","DESCRIPTION","CLOSED","CASE_REASON","STATUS","SUBJECT","COMPANY_NR","LCM_COMPLAINT_NUMBER","LCM_CUSTOMER_NUMBER","CREATED_IN_LCM","OWNER_LCM"
"24.03.2015","Gem Tel mit Herr Cakay, wünscht die einträge zu löschen per sofort da er die Firma aus gesundheitlichen Gründen still legen muss..",1,"Bill","Closed","Produkt",24416533,"1002285",3728700818,"24.03.2015","Admirela Sulkovic"
"11.05.2015","Gem Tel mit Herr Nicold, hat Rg erhalten über CHF 39.80, die EI hätten schon letztes jahr gelöscht werden sollen, da der Kunde Geschäftsaufgabe hat. ",1,"Bill","Closed","Rechnung storniert",24433743,"1003411",3970833911,"11.05.2015","Simona Sammali"
"","Herr Meyer meldet sich erneut bei uns betreffend der Verrechnung Local Business Card. Die Sachlage wurd ihm bereits schon einmal geschildert. 
Der Vertrag muss keine Unterschrift tragen und ist trotzdem gültig. Fall via Alphapay erhalten. ",1,"Contract","Closed","Vertrag",24444684,"1000831",3451586854,"02.02.2015","Adrian Utz"
"","2.06.2015, julie frei : 
Mail du client du 31.03.2015 contestant facture N°243475 car il ne veut pas inscrire sa société car il a du arrêter pour des raisons de santé",1,"Bill","Closed","Problème avec décompte final",24447316,"1004048",4081941260,"02.06.2015","Julie Frei"
"","Selon tel avec Monsieur Bercier il a demandé plusieurs fois (10fois)  par email pour un payement échelloné pour ses 2 contrats 8503060 et 3338076. Il dit que il a convenu ça avec le KUBE Armanios Karim qui lui a promettre de diviser le totale de tous les factures par 10fois. Maintenant ce client à déjà reçu des rappels. Le client veut être contacter par email à info@creation-demerter.ch ",1,"Product","Closed","Payement échelloné ",24454137,"1004257",4127940652,"10.06.2015","Jasmin Eltrich"
"","27.05.2015  Fehler PWP
Mail von PWP Julia Kolb: 6127242 / Schule für Jazzpiano, B. Balint, Winterthurerstrasse 154, 8057, Zürich
STORNO OHNE ANK
ONL WSA 3396138.002.033197091  / ONL WSP 3396138.001.033197090 OHNE RÜCKBELASTUNG KUBE
4330 / Avantaggiato Alessandro / Alessandro.Avantaggiato@local.ch    /   3627 / Birinci Serbay / serbay.birinci@local.ch
GRUND : 2.23 Unzufrieden mit Produkten / 15 Storno – Goodwill Aussendienstverkauf
Trotz mehreren Anläufen, konnten wir dem Kunden keine ihm zufriedenstellende Webseite erstellen. Letztes Jahr wurde ich beauftragt den Storno durchzuführen. Habe das vergessen. Deshalb ok mit Francesco Verrienti, da Fehler bei PWP liegt, keine Rückbelastung an KUBE.

VERKAUF (RL und RD) INFORMIERT, KEINE SEPARATE ZUSTIMMUNG ERFORDERLICH!
",1,"Service","Closed","Storno Website",24458885,"1003831",4049262453,"27.05.2015","Manuela Rittmeyer"
"29.06.2015","Gem Tel mit herr Fässler hat er die Rg bekommen 200000855892 Fr. 549.05
die Rg war mit einer alten Bill Adress versand worden. habe dies nun korriegiert auf den jetzigen Eintrag und die Rg neu versand.
Er wird diese nun bezahlen.

Als der Kd das Gespräch beendet hatte habe ich gesehen das man diese neu einträge gar nicht aufnehmen durfte.
Mirka Stucki hat neue Einträge erstellt aber hat vorher bei Lupe Esteves gefragt ob sie neue einträge aufnehmen kann da dossier pink ist. Lupe hat auf das email geantwortet und im Cis abgelegt
sie hätte keine neuen einträge dürfen erstellen.

Da wir vom CC nicht wissen was mit einem solchen Fall zu machen ist, übergebe ich diesen Fall an Euch.",1,"Service","Closed","Einträge hätten nicht aufgenommen werden dürfen",24464024,"1004787",4204682271,"25.06.2015","Martina Neuhaus"
"","gem mail von frau stedig geht es darum dass sie anfangs jahr mit adm luana franco abgemacht hat, dass die kundin dieses jahr keine differenzrechnung bezahlen muss erst ab nächstes jahr einen betrag von 1560.- bezahlen
nachdem hat frau stedig eine rechnung erhalten hat mit diesem betrag und auch mahnungen, sie meldete sich bei frau franco und sie wollte dies abklären

nun hat frau stedig nichts mehr gehört und hat sich telefonisch bei mir gemeldet, habe ihr gesagt dass sie mir alle mails senden soll und ich dies weiterleiten werde

danke ans weiterleiten an die zuständigen personen 
",1,"Contract","Closed","Vertrag",24467071,"1004107",4042986945,"03.06.2015","Mona Trindler"
"10.03.2015","Herr Ataie meldet sich betreffend den Swisscom Rechnung CHF 180.-- Mutationsgebühren vom Monat Februar 2045. Kunde hat eigentlich bei der Swisscom nur Rechnungsadresse angepasst. Im NX wurde die Adresse angepasst und nicht bestätigt. ",1,"Service","Closed","Rechnungskorrektur ",24468158,"1001895",3652368812,"10.03.2015","Ingrid Alvarez"
"10.03.2015","10.03.2015 / Annahme ESK0 / Reto Z.

Falleröffnung Customer Care:
Hallo zäme, 

Frau Mäder ruft an. Sie hatte fragen zu ihren Onlineverträgen. Jedoch haben wir nun herausgefunden, dass Ihre Werbeprodukte gar nicht auf die verschiedenen Einträge verknüpft wurden. 
Verdichtung der Einträge ist nicht durch. Wie wird man dies in Zukunft lösen?

Sie wünscht nun Stellungnahme unsererseits. Am liebsten möchte sie sofort aus dem Vertrag treten, und eine Rückerstattung der verbleibenden Zeit erhalten.
Wenn wir nicht bald eine Lösung finden wird die Kundin sicher rechtlich vorgehen.

Danke und LG
Mahije",1,"Product","Closed","Werbeverträge wurden nicht verknüpft",24475501,"1000949",3470408166,"05.02.2015","Mahije Jefkaj"
"12.05.2015","Gem Tel mit Frau Bürki, hat Mutationsgebühren erhalten auf der Swisscom, obwohl sich Kundin innert den 14 Tagen sich gemeldet hat, um die Anpassungen vorzunehmen. ",1,"Service","Closed","Rechnungskorrektur Swisscom",24488905,"1003489",3977120945,"12.05.2015","Simona Sammali"
"","04.06.2015 reçu demande de Diana Dogaru réclamation Swisscom, concerne un courrier pour des problème d'inscriptions
et de facture de l'Etude de Pury.

04.06.2015 Pris contact, M de Pury en conférence, mais c'est Mme Humbert-Droz qui s'occupe du dossier.
Informée qu'elle aura des nouvelles d'ici vendredi.

Stufe 0",1,"Product","Closed","Inscriptions + facture Swisscom ",24521687,"1004172",4102267482,"05.06.2015","Chantal Bourdon"
"","Unter Dokumente ist der Fall beschrieben. Hauptsächlich meldet sich der Kunde aufgrund der Gebühren. Das Unternehmen Regus Business vermietet Telefonnummer.
Dies hat zur Folge, dass die Rechnungsausstellung auf ihren Namen läuft was sie nicht erwünschen.


Falscher GV!!!!!!!",1,"Bill","Closed","Rechnung",24554428,"1000694",3427635175,"28.01.2015","Adrian Utz"
"","Prio-Fall, betreffend den Verrechnungen
First Call Herrn Laurent",1,"Bill","Closed","Rechnung",24554428,"1000737",3427635175,"28.01.2015","Adrian Utz"
"","Falsche erfasst!",1,"Contract","Closed","Vertrag",24554428,"1000926",3427635175,"04.02.2015","Adrian Utz"
"","Hallo Zusammen, Herr buth, meldet sich immer wider bei uns, da die Firma Bisnode Daten von Ihm und seiner Firma publiziert, im Auftrag von Monetas. Da wir eine Zusammenarbeit mit Monetas haben, bat er mich die Daten zu löschen. Ich habe per mail die Firma angeschrieben und darum gebeten, leider keine Reaktion. Nun droht er mit einer Anzeige, sollten die Daten nicht gelöscht werden. Könnt Ihr euch dem Annehmen? Mein Mail ist in den Dokumenten ergänzt. Merci",1,"Publication","Closed","Daten Löschung",24563719,"1002925",3890914911,"24.04.2015","Adrian Utz"
"06.03.2015","vendeur service externe Frédéric Bédouet nous appelle.
La cliente est persuadé qu'elle a des factures a double ou plus. Problème: facturation interne et externe.

Je viens de passer 15min a vérifier et j'ai pas trouvé de solution. 
merci de faire le nécessaire et d'informer fréderic par mail qu'il puisse tout expliquer a la cliente

27.02.2015 Pas pu joindre Raffaella,  pour demander complément sur le problème qui n'est pas bien expliqué, car je ne trouve pas de facturation externe ?
27.02.2015 Pris contact avec Frédéric Bédouet qui va me rappeler. 
27.02.2015 En communication avec Mahije quand Frédéric Bédouet me rappelle.
",1,"Bill","Closed","Factures",24563812,"1001636",3265147997,"26.02.2015","Chantal Bourdon"
"12.03.2015","Gem Tel mit Frau Diaz haben Sie schriftlich mitgeteilt das sie nur den Gratis ei wünschen ist auch so hinterlegt.",1,"Service","Closed","Service",24577586,"1001994",3670712667,"12.03.2015","Admirela Sulkovic"
"03.03.2015","26/02/2015 - MonaT.  
Grundsätzlich wäre Anne Tortorici für diesen Fall zuständig, da es sich um einen Grosskunden handelt. 
Da es hier jedoch um eine rechtliche Angelegenheit handelt, bitte ich dich, den Sachverhalt zu prüfen (evtl. Rücksprache mit Stefan Pfister nehmen) 
und anschliessend Martin und Francesco (cc an Anne Tortorici und mich) zu informieren.

KD stellt unser Geschäftsgebahren in Frage. 
UMSATZ Werbung zu Geschäftsgrösse
HR nicht konsultiert etc. ",1,"Contract","Closed","Rechtsabteilung von MUTTER Planzer stellt unser Geschäftsgebahren in Frage",24603425,"1001645",3591996749,"26.02.2015","Mona Trindler"
"","gem tel mit frau Tosoni, meldet sich über die hohen kosten der Einträge. Frau Tosoni wollte nie diese Rubrikeinträge haben. ",1,"Publication","Closed","Rubrikeinträge ",24615220,"1000275",3315731493,"12.01.2015","Raffaello Scumaci"
"","Madame cherche de contacter L. Blunda  depuis 4 mois, pas de réponse. Est très énervé et veut tout de suite parler avec quelqu'un du dèpartement concerné (contrats)
Evelyn essaye d'expliquer à la cliente, que c'est passé 17h et qu'on ne peux plus joindre personne. Madame ne veut rien entendre
Evelyn me passe la cliente, j'essaye d'en savoir plus, mais elle ne veut rien entendre est finalement elle raccroche sansavoir compris le probleme
Puisque dans Outlook je n'ai plus trouvé de Blunda j'en déduit qu'il ne travaille plus chez local
Veuillez appeler Mme ",1,"Service","Closed","Cherche de contacter L. Blunda depuis 4 mois, pas de réponse",24617659,"1002959",3890957713,"24.04.2015","Julie Frei"
"23.04.2015","Herr Ziehe teilte uns an der Swiss Online Marketing Forum mit, dass er uns die Fehler in seinen Einträgen bereits gemeldet hatte, diese jedoch nie korrigiert worden sind.
",1,"Service","Closed","Unzufrieden mit local.ch Betreuung",24641865,"1002908",3884723712,"23.04.2015","Ipek Kaya"
"05.03.2015","Kunde schreibt uns betreffend einer RG welche wie es aussieht nicht ihn betrifft als Anwalt sondern gemöss Überprüfung die Firma falco swiss sailing ag Reederei. wie es aussieht wurde Cont M nicht angepasst als man die EI erstellt hat.",1,"Bill","Closed","falsch gesendete Rechnung ",24671695,"1001798",3628122176,"05.03.2015","Giovanna Rakoczi"
"02.06.2015","Gem Tel mit Frau Naef, hat die 2. Rechnung erhalten mit den Aufnahmegebühren für EI, die schon gelöscht wurden. ",1,"Service","Closed","Rechnung storniert",24695708,"1004064",4081958245,"02.06.2015","Simona Sammali"
"10.06.2015","gem tel mit frau aregger hat ihr ein vorhereiger adm versprochen, dass sie bei mutationen keine gebühren erhalten wird, jedoch hatte sie jetzt 180.- mutationskosten und ist damit nicht einverstanden
sie hat mehrmals der neue adm probiert zu erreichen, und dies war immer erfolglos
",1,"Service","Closed","KuBe verspricht keine Mutationsgebühren",24697552,"1004315",3916174198,"10.06.2015","Luana Marchi"
"","Gemäss dem Gerichtsbeschluss, darf die Kundin mit dem Restaurant nicht unter Il Golosone auftreten. 
Dieses Restaurant/ Geschäft existiert bereits.",1,"Publication","Closed","Gerichstbeschluss/ Eintragsänderung",24697561,"1000655",3265162762,"27.01.2015","Adrian Utz"
"23.03.2015","23.03.2015 reçu mandat pour traitement concernant les frais de publication mis en compte sur Swisscom et local.ch.

Stufe 0

Annahme : par mail ",1,"Bill","Closed","Facture ",24704091,"1002231",3622048992,"23.03.2015","Chantal Bourdon"
"","Gemäss Tel mit Kd Frau Stocker hat sie sich innerhalb der 14 Tagen per Mail gemeldet um weitere Mutationen im EI zu machen. Leider wurden ihr jedoch 2x 60.- CHF verrechnet. ",1,"Publication","Closed","Gutschrift mutationsgebühren ",24722271,"1002669",3445580697,"15.04.2015","Jasmin Eltrich"
"13.05.2015","hello. merci de voir avec ce client. il dit ne plus vouloir les inscriptions ni les produits. apparement il aurait envoyer un recommandé pour nous indiquer tout ça en date du 3 décembre. je n'ai absolument rien fait sur ce dossier. merci de le traiter . bonne journée Nath",1,"Bill","Closed","Publication",24727196,"1002723",3265162064,"16.04.2015","Bastien Venturi"
"29.05.2015","hallo zusammen 

ich hatte mit frau Monika Korn am 24.3.15 kontakt und hatte ihr gesagt das sie sich melden soll wenn sie mit dem einträge nicht einverstanden ist nun meld sie sich jetzt und behaupt das dies nur ein vorschläge wäre dabei steht es noch 
in dem schreiben die sie am 30.3.15 erhalten hat 

bitte kontakt aufnehmen erreichbar 081 302 35 57 kontakt person frau Korn ",1,"Bill","Closed","Rechnungs korrketur ",24727820,"1003454",3977111534,"12.05.2015","Claudia Dabiri"
"01.07.2015","Kunde Herr De Graaf hat angerufen betreffend RG für AUF Gebühren. Er habe sich innerhalb der 14 Tagen gemeldet und gesagt er wolle keine ZE.",1,"Bill","Closed","Kunde mit Gebühren nicht einverstanden",24731280,"1004910",4192439632,"01.07.2015","Giovanna Rakoczi"
"11.03.2015","gem Tel. mit Herr Baumann, der kostenpflichtigen Eintrag per sofort löschen (AU an BO gesendet) und habe Rechnung storniert mit den Aufnahme- und Publigebühren, da der Kunde sagt, er habe den Kontrollauszug 
per Post nicht erhalten.

Adresse sei aber korrekt von der Bestätigung. der Kunde habe mehrmals gemeldet, dass keine Einträge möchte, ausser der kostenlosen und möchte kein Kontakt mehr. ",1,"Bill","Closed","interne Rechnung storniert ",24745336,"1001928",3664855996,"11.03.2015","Simona Sammali"
"26.02.2015","gem tel mit Frau Broccard habe nirgends eine Mutation gefunden, es wurde auch nichts bestätigt. somit habe ich der Kundin auf der nächste Swisscom Rechnung eine Gutschrift über CHF 30.- gemacht.",1,"Bill","Closed","Gutschrift gemacht auf die nächste Swisscom Rechnung ",24749282,"1001644",3591996322,"26.02.2015","Simona Sammali"
"","tel avec Mr. Heimann. 

Mr. Heimann ne comprend pas la raison de la facture 200000867408. Lui ai dit qu'il a fait des IS BUS en date du 11.05.2015 avec Yann Alarco. Mr. Heimann me dit qu'il avait fait une demande d'offre a titre information du coût 
et de l'orientation d'une IS pour sa société. 
Après récéption de l'extrait de contrôle, il aurai pris contact le jour même avec Yann pour lui remercier de l'offre mais que pour le moment il ne désirait pas etre inscrit et voulait seulement garder la gratuite si possible et que si ce
n'est pas pour tout de suite se sera pour le futur mais n'est pas actuellement prêt.",1,"Publication","Closed","Annulation IS après 14 jours",24775238,"1004483",4159586765,"16.06.2015","Raffaello Scumaci"
"26.06.2015","gem Tel mit der Partner von Herr Heimann, hat noch keine korrigierte Swisscom Rechnung erhalten. ",1,"Bill","Closed","Einträge nie gewünscht",24775238,"1004824",4159586765,"26.06.2015","Simona Sammali"
"22.04.2015","Gem Tel Herr Caggiula  hat er sich gemeldet weil die Aufnahme gebühren auf seiner Swisscom RG verrechnet wurde obwohl er sich mehrere male gemeldet hat.Jedoch konnte ich nirgends etwas findet was dies bestätigt.",1,"Service","Closed","Neu Aufnahmen BUS EI wurden nicht gelöscht",24783398,"1002872",3878411286,"22.04.2015","Evelyn Frieden"
"","Bonjour,
Suite à plusieures contactes et explications avec Mme Vannay, ne accepte toujours pas le contrat enregistré le 21.04.2015.
Selon cliente à changé d'avis et reclame le droit  après renseignement pris, il y a toujours un délai de rétractation lors de la signature d'un contrat. 
De plus, la cliente affirme pas avoir apposé une signature sur les contrats et selon le registre du commerce que Mme Vannay à droit de signature. 
Donc la cliente veux la résiliation sans frais de son contrat.",1,"Contract","Closed","Reclamation",24808815,"1003487",3884949658,"13.05.2015","Julie Frei"
"","Frau Stotz meldet sich bei unserer geschäftsleitung betreffend einer nicht vorgenommenen Kündigung/ Löschung der Einträge.",1,"Bill","Closed","Rechnung",24815550,"1003823",4043012195,"26.05.2015","Adrian Utz"
"27.05.2015","Le nouveau propriétaire(monsieur devillers, the spirit bar ) nous appelle parce qu'il a reçu la facture pour LE RESIDENT . en faite ils ont encore plus de fac et aussi  et contrats ouverts mais ils(les anciens propriètaires) ne sont plus là a cette adresse. ",1,"Contract","Closed","Nouveau proprietaire nous appelle il sait pas de quoi il s'agit sur les fac",24815646,"1002424",3757526446,"31.03.2015","Monia Rajhi"
"11.06.2015","Gemäss Telefon mit Frau Hilber gab es ein Missverständnis. Ihr Ehemann ist verstorben und sie wollte nur die Rechnungsadresse ändern 
Sandra hat jedoch alle EI auf Autohilfe Wil AG angepasst, was Mutationsgebühren von 480 Fr. generiert hat. Sie ist damit nicht einverstanden und will diese Rechung nicht bezahlen,
da laut ihr die Firma schon immer eine AG war. Stornieren wir diese Gebühren nicht, will sie sämtliche EI löschen lassen

Als 2. Punkt reklamiert sie auch, dass man die Garage 071 92364 85, welche zur gleichen Firma gehört,  bei 1818 nicht findet",1,"Service","Closed","Statt Rechnungsadresse EI geändert",24818966,"1004334",4134380376,"11.06.2015","Raffaella Rampazzo"
"30.06.2015","gemäss Telefon vom 16.06.2015 mit Frau Hilber 079 458 39 30 finden die MA von 1818 ihre kostenpflichtigen Einträge in den verschiedenen Ortschaften nicht. Sie weiss nicht, seit wann diese EI nicht gefunden werden
und will nun die Publikationskosten vom Jahr 2014 und 2015 zurückerstattet haben. Sie ist der Meinung, dass wir die Dienstleistung nicht erbringen und will unsnun einen Einzahlungsschein senden, damit wir ihr die 
Kosten rückerstatten können.

Bereits letzte Woche im Zusammenhang mit einer anderen Beschwerde bei 1818 die Nummer des Abschleppdienstes von Frau Bello aufnehmen lassen. 
Frau Hilber telefonisch davon in Kenntnis gesetzt. Also hat sie Testanrufe gemacht - leider ohne Erfolg, da die Zusatzortschaften bei 1818 nicht  mitaufgenommen wurden (?)
16.06.2015 nochmals bei 1818 Frau Stähli interveniert. Heute 17.06.2015 telefonische Bestätigung von Frau Stähli erhalten, dass nun alles ok sei (musste ihr gestern sämtliche Ortschaften durchgeben?)
Frau Stähli hatte wegen der Verdichtung auf  local.ch die Zuatzortschaften nicht. Habe versucht heute Frau Hilber über den Stand der Dinge telefonisch zu informieren, jedoch nicht erreicht.

Habe Frau Hilber erklärt, dass wir unsere Dienstleistung sehr wohl erbracht haben (local.ch richtig, 1811 richtig, Telefonbuch richtig) sie meint jedoch, dass WIR die Rechnung ausstellen also seien wir auch 
ihr Ansprechpartner bei Reklamationen. Sie wollte absolut nichts davon wissen, sich bei 1818 zu melden. Sie meint, ihre Kunden seien mit dem Handy unterwegs uns schauen nicht auf der APP ode im Internet, 
sondern rufen den Auskunftsdienst an  Möchte Schadenersatz für die Zeit in der sie nicht aufgefunden wurde


",1,"Publication","Closed","Einträge bei 1818 nicht auffindbar",24818966,"1004538",4134380376,"17.06.2015","Jonathan Ferreiro"
"","Gem Tel Herr Saliu Ismail hat er die EI erstellt am 10.12.2014 doch jetzt ist plötzlich wieder der alte EI eingetragen durch einen wechsel jedoch wurde
 nichts bestätigt. Der Kunde ist sehr sauer und will das die EI so schnell wie möglich korrigiert werden.

Die EI müssten lauten auf Regio-Reinigung wie am 10.12.2014 bestätigt wurde. Konnte ihm nicht erklären warum die EI auf den alten Namen
 angepasst wurden ohne es mit ihm abzusprechen.


16.04.2015 H. Saliu telefonisch kontaktiert und informiert dass die EI korrigiert wurde und per E-Mail bestätigt und Ihm informiert dass ich jetzt
abklären muss warum wurden seine Einträge mutiert. Werde ich Ihm nächste Woche wieder kontaktieren. Soweit i.O für H. Saliu",1,"Publication","Closed","Einträge wurden geändert",24823987,"1002745",3846907717,"16.04.2015","Claudine Lovis"
"05.05.2015","hr camichel- er habe bereits mit fr schmid oktober 2014 geschaut- wegen namensanpassung-sie hat es mir jedoch erst am 9.4.15 weitergeleitet buch wurde gedruckt- er sei nun nicht bereit die falschen EI zubezahlen danke fürs klären",1,"Bill","Closed","alter Name wurde abgedruckt, er will nun publigeb nicht bezahlen",24849872,"1002885",3265150667,"23.04.2015","Giovanna Rakoczi"
"08.05.2015","Die Einträge wurden ende 2014 gelöscht.
Die Rechnung erhälrt der Kunde trotzdem noch.
Anschlüsse wurden alle im Dezember Stillgelegt.

",1,"Bill","Closed","Einträge gelöscht Publigebühr 15 erhalten",24852032,"1003346",3952236506,"08.05.2015","Sina Geissbühler"
"30.05.2015","30/05/2015 - MonaT.  /  ESK 0

KD hat ein neues Geschäft und somit auch eine neue KD-Nr.
Der Vertrag hätte den alten auf der alten KD-Nr. ersetzen sollen - dies ist jedoch nicht passiert.",1,"Contract","Closed","doppeltes Produkt auf zwei verschiedenen Kontis",24858811,"1003990",3265116803,"30.05.2015","Mona Trindler"
"29.05.2015","Hallo Zusammen

Gem. Mail vom Kunden hat er sich früh genug gemeldet (inerhalb der 14 Tage) für die Löschung der Mail beim Bus Ei.
Leider kam diese Mail nie bis zu mir.

Bitte dem Kunden 30 Fr. Gutschreiben und Rechnung erneut senden.

merci und gruss
gaby

",1,"Service","Closed","Kundenmail wurde nicht bearbeitet",24862606,"1003974",4010917006,"29.05.2015","Ipek Kaya"
"13.04.2015","Herr Morger ruft aufgrund der letzten Mahnung betr. Rechnung 200000837367 über CHF 589.40 an und reklamiert folgendes:

Er versteht nicht wieso er eine interne Rechnung von local.ch erhält, wenn doch alles über Swisscom laufen müsste.
Da auf der Mahnung nichts ersichtlich ist, fragt er für was dieser Betrag ist und welche Nummern betroffen sind.

Herr Morger hatte sich mehrmals bei local.ch gemeldet und über unsere Verrechnungen reklamiert. 
Es existieren mehrere Unternehmen mit verschiedenen Anschlüssen, und die Firma NGN GmbH sei der Besitzer dieser Anschlüsse. 
Infolgedessen sollten alle local.ch Verrechnungen extern an NGN GmbH verrechnet werden.

Herr Morger hätte in der Vergangenheit diverse Gespräche mit local.ch gehabt und hätte von Herrn Odermatt (local.ch) bestätigt erhalten, dass die Einträge in Zukunft nicht mehr intern verrechnet werden. 

Da dies nicht der Fall ist, wünscht Herr Morger;
1. Eine Rechnungskopie per E-Mail.
2. Zahlungsaufschub dieser Rechnung, damit nicht im Inkasso
3. Erklärung, welche Nummern/Firmen betroffen sind
4. Stellungnahme, am liebsten per E-Mail, dass sein Wunsch nun endgültig bearbeitet und erledigt wird.

Punkt 1 & 2 habe ich erledigt, auf Wunsch von Herrn Morger. 
Damit dieser Fall nicht im Inkasso landet, habe ich eine Mail an unsere Buchhaltung gesandt mit der Bitte um Anpassung vom Reminderlevel und habe die Mahnungen storniert und die Rechnung bis Ende Mai 2015 gesperrt. 


Herr Morger ist telefonisch spärlich erreichbar, daher bittet er um schriftliche Stellungnahme.
Tel. 044 500 42 00
E-Mail: info@ngn.ch 
",1,"Lösung aus vorheriger Bearbeitung","Closed","interne Verrechnung nicht erwünscht",24872744,"1002039",3676236058,"13.03.2015","Daniel Odermatt"
"11.06.2015","gem Tel mit Swisscom, Kundin habe sich bei Swisscom gemeldet, da sie von uns die Meldung bekam, dass sie sich für eine korrigiert Swisscom Rechnung bei uns falsch war.
ist leider kein GeVo vorhanden..",1,"Bill","Closed","Rechnungskorektur an Swisscom",24882273,"1004371",3751316100,"11.06.2015","Simona Sammali"
"12.06.2015","Frau Suli meldet sich betreffend den Swisscom REchnung CHF 159.20 Publikationsgebühren 2015. Kundin ist mit den Gebühren nicht einverstanden, da sie die Einträge nie bei uns bestellt hat. Die Einträge gehörten die
ehemalige Besitzerin Tanja Orsi, Kundin hat die Einträge am 31.3.2015 gekündet und ist nicht mehr auffindbar. ",1,"Publication","Closed","Rechnungskorrektur ",24882273,"1004433",3751316100,"12.06.2015","Ingrid Alvarez"
"07.05.2015","Frau Maggi hat angerufen weil sie ihre Einträge kontrolliert hat. Diese wurden komplet falsch angepasst und nie bestätigt. 

KD wollte nur mit mir sprechen, da ich das letzte mal das ganze chaos aufgeräumt habe. ",1,"Publication","Closed","Falsch Mutiert/ nicht bestätigt",24882284,"1003321",3945937796,"07.05.2015","Stefania Staropoli"
"19.03.2015","Lettre avocat car le client aurait demandé annulation du contrat en août 2014 mais n’aurait jamais reçu de réponse. Motif de la résiliation : les contrats serait plus long que ce qu’il désirait
De plus budget ne serait pas ce qu’il avait été convenu soit cHF 900.00 par année et que la signature de nouveaux contrats aurait du annulé d’anciens pour respecter cette volonté. Ce budget met en périle son activité au niveau financiers. 
Avocat souhaite recevoir facture solde tout compte en respectant CHF 900 / année
",1,"Contract","Closed","Lettre avocat car client Mécontent des contrats et service externe",24889591,"1001222",3512515681,"12.02.2015","Julie Frei"
"04.05.2015","30.04.2015, julie pouria : Courrier de l'avocat du client suite à ma lettre du 19.05.2015 (Gv 1305930). Apparememnt cela ne convient pas à l'accord pasSé durant entretien face a face qui s'était conclué par ses points :

Client paye facture 123863 de CHF 799.20 
Annulation de tout sans frais
Le client reste discret sur cette affaire et ne va pas voir les médias

De plus a reçu un bon à tirer du 19.03.2015 et demande annulation de toute parution",1,"Bill","Closed","Désaccord des frais d'annulation",24889591,"1003119",3512515681,"30.04.2015","Julie Frei"
"16.07.2015","Alejandro torress.


gem. tel. mit Frau Reber hat Sie mir mitgeteilt das sie nicht bereit sei die RG von èber 1000.- zu bezahlen da sie sich x mal gemeldet hat und nichts passiert ist, sogar ber einschreiben Siehe GeVo 1391820.
So wie sie mir mitgeteilt hat möchte sie gar keine Einträge mehr und will auch die Rechnung die über die Swisscom gestellt wird nicht bezahlen. da sie sich ja mehrere male gemeldet hat.

Auf Grund der höhe des Betrages CPM fall.


Frau Reber ist unter 052 536 69 84 erreichabr.

16.07.2015 Fall wurde von CC am 14.07.2015 bereits erledigt ",1,"Service","Closed","Einträge die nicht bearbeitet worden sind",24899600,"1004814",3652358127,"26.06.2015","Claudine Lovis"
"20.04.2015","Gemäss Tel Herr Longet mit der Nummer 0244911201 hat er nichts mit dem Unternehmen Longet Menuiserie-Charpente Sàrl Atelier zu tun. Kd heisst nur gleich. Ihm wurde fälschlicherweise eine Verrechnung auf der letzten Swisscom RG für die Telefonbucheinträge dieses Unternehmens gemacht.",1,"Publication","Closed","Rechnungskorrektur SWIBI ",24920763,"1002789",3865339171,"20.04.2015","Jasmin Eltrich"
"","Kundin hat eine RG erhalten von 22.90 obwohl Sie local business card hat und die publi gebühr nicht seperat begleiche muss",1,"Product","Closed","Rechnung Publikation",24934745,"1000510",3265149557,"21.01.2015","Admirela Sulkovic"
"13.02.2015","Gem Tel Frau Längin hat sie das Buissnes Card abgeschlossen und man hat ihr versprochen das sie die Gebühren der Publikation nicht bezahlen muss und nur den betrga des local Buissnes card bezahlen muss.",1,"Bill","Closed","Publigebühren wurden fälschlicherweisse berrechnet",24934745,"1001231",3518480524,"13.02.2015","Evelyn Frieden"
"30.04.2015","1. Gemäss Telefon mit Herrn Bischitello hat er am 09.04.2015 eine Mail an uns gesandt (genaue Adresse weiss er nicht mehr). Hier hat ihm ein Herr Häfeli geanwortet, er sei falsch und hat ihm dann die Customercare@local.ch angegeben
Dies findet Herr Bischitello überhaupt nicht kundenfreundlich. Logischerweise hätte man uns diese eMail weiterleiten sollen statt ihm die richtige eMail Adresse zu melden
2. Am 13.04.2015 hat Simona S. den Auftrag bearbeitet.
Am 17.04.2015 fragt Herr Bischitello nach - Jasmin sagt ihm der Auftrag sei in Bearbeitung
am 24.04.2015 fragt der Kunde wieder nach - Ipek Kaya lässt den Auftrag priorisieren, am Folgetag alles richtig online 
Er empfindet diese Zeit als sehr lang und spricht von einem Monat und viel Zeit vergeudet
3. Herr Bischitello wollte die Einträge per eMail bestätigt haben hat aber Brief erhalten",1,"Service","Closed","Kunde beanstandet allgemein die Qualität von local.ch",24946247,"1003126",3827037758,"30.04.2015","Raffaella Rampazzo"
"","Selon la cliente lui avait été promis à l'origine (en raison d'erreurs antérieures faites) que le contrat pourrait être annulé avant les 3 annees dans le cas d'une cessation d'activité. J'ai expliqué la situation, cliente demande qu'on analyse le cas et qu'on lui envoie une explication par ecrite. Adresse: Pradervand Françoise
Escalier du cercle 3
1523 Granges-près-Marnand
079 511 16 59
 ",1,"Bill","Closed","Facture, frais d'annulation",24952509,"1002457",3265146463,"02.04.2015","Julie Frei"
